"lang"
{
	"Language"		"English"
"DOTA_Tooltip_ability_item_dagon_5_Description"								"<h1>Active: Energy Burst</h1> Releases a powerful burst of energy that deals magical damage to the targeted enemy unit and heals the owner for %dagon_spell_lifesteal%%% of the damage dealt. This item can be upgraded. <br><br>Damage: %damage%<br>Cast Range: %abilitycastrange% <br> Mana Cost: %mana_cost_tooltip% \n Does not deal damage during the first 10 minutes in Overthrow mode."


		"DOTA_Tooltip_ability_item_null_talisman_custom"							"Null Talisman"
		"DOTA_Tooltip_ability_item_null_talisman_custom_Description"				""
		"DOTA_Tooltip_ability_item_null_talisman_custom_Lore"						"A small gemstone attached to several chains."
		"DOTA_Tooltip_ability_item_null_talisman_custom_bonus_strength"				"+$str"
		"DOTA_Tooltip_ability_item_null_talisman_custom_bonus_agility"				"+$agi"
		"DOTA_Tooltip_ability_item_null_talisman_custom_bonus_intellect"			"+$int"
		"DOTA_Tooltip_ability_item_null_talisman_custom_bonus_mana_regen"			""
		"DOTA_Tooltip_ability_item_null_talisman_custom_bonus_max_mana_percentage"	"%+$max_mana_percentage"

		"DOTA_Tooltip_ability_item_wraith_band_custom"								"Wraith Band"
		"DOTA_Tooltip_ability_item_wraith_band_custom_Description"					""
		"DOTA_Tooltip_ability_item_wraith_band_custom_Lore"							"A circlet with faint whispers echoing about it."
		"DOTA_Tooltip_ability_item_wraith_band_custom_bonus_strength"				"+$str"
		"DOTA_Tooltip_ability_item_wraith_band_custom_bonus_agility"				"+$agi"
		"DOTA_Tooltip_ability_item_wraith_band_custom_bonus_intellect"				"+$int"
		"DOTA_Tooltip_ability_item_wraith_band_custom_bonus_attack_speed"			"%+Base Attack Speed"
		"DOTA_Tooltip_ability_item_wraith_band_custom_bonus_armor"					""

		"DOTA_Tooltip_ability_item_bracer_custom"									"Bracer"
		"DOTA_Tooltip_ability_item_bracer_custom_Description"						""
		"DOTA_Tooltip_ability_item_bracer_custom_Lore"								"The bracer is a common choice to toughen up defenses and increase longevity."
		"DOTA_Tooltip_ability_item_bracer_custom_bonus_strength"					"+$str"
		"DOTA_Tooltip_ability_item_bracer_custom_bonus_agility"						"+$agi"
		"DOTA_Tooltip_ability_item_bracer_custom_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_bracer_custom_bonus_max_health_percentage"		"%+$health"
		"DOTA_Tooltip_ability_item_bracer_custom_bonus_health_regen"				""

		"DOTA_Tooltip_ability_item_bloodstone_bonus_aoe"						""

		"DOTA_Tooltip_ability_item_desolator_2_custom"								"Desolator 2"
		"DOTA_Tooltip_ability_item_desolator_2_custom_Description"					"<h1>Passive: Corruption</h1> Your attacks reduce the target's armor by %corruption_armor% for %corruption_duration% seconds."
		"DOTA_Tooltip_ability_item_desolator_2_custom_Lore"							"A wicked weapon, used in torturing political criminals."
		"DOTA_Tooltip_ability_item_desolator_2_custom_Note0"						"Armor reduction works on buildings."
		"DOTA_Tooltip_ability_item_desolator_2_custom_bonus_damage"					"+$damage"		
		"DOTA_Tooltip_modifier_desolator_buff"										"Desolator"
		"DOTA_Tooltip_modifier_desolator_buff_Description"							"Desolator attacks reduced your armor by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		"DOTA_Tooltip_ability_item_veil_desolator_custom"							"Magic Arrows"
		"DOTA_Tooltip_ability_item_veil_desolator_custom_Description"				"<h1>Passive: Magical Energy</h1> The hero's attacks pierce the victim, dealing physical damage to enemies in a %radius% around him. <br><br>• Damage to heroes: %cleave_damage_percent%%%<br>• Damage to creeps: %cleave_damage_percent_creep%%%"
		"DOTA_Tooltip_ability_item_veil_desolator_custom_Lore"						"One bearded boar was tortured with these magical arrows..."
		"DOTA_Tooltip_ability_item_veil_desolator_custom_bonus_all_stats"			"+$all"
		"DOTA_Tooltip_ability_item_veil_desolator_custom_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_veil_desolator_custom_bonus_attack_speed"		"+$attack"
		"DOTA_Tooltip_ability_item_veil_desolator_custom_bonus_range_attack"		"+$attack_range"
		"DOTA_Tooltip_ability_item_veil_desolator_custom_mana_regen"				"+$mana_regen"

		"DOTA_Tooltip_ability_item_rapier_Description"								"<h1>Passive: Everlasting</h1> <font color='#e03e2e'>Dropped on death, and cannot be destroyed.</font>"

		"DOTA_Tooltip_ability_item_aghanims_shard_custom"							"Aghanim's Shard"
		"DOTA_Tooltip_ability_item_aghanims_shard_custom_bonus_choose_stat"			"+$selected_attrib"
		"DOTA_Tooltip_ability_item_aghanims_shard_custom_Description"				"<h1>Active: Switch Attribute</h1>Switches between +%bonus_choose_stat% Strength, +%bonus_choose_stat% Agility, or +%bonus_choose_stat% Intellect."
		"DOTA_Tooltip_ability_item_aghanims_shard_custom_Lore"						"With origins known only to a single wizard, fragments of this impossible crystal are nearly as coveted as the renowned scepter itself."

		"DOTA_Tooltip_ability_item_aghanim_talisman"								"Aghanim's Talisman"
		"DOTA_Tooltip_ability_item_aghanim_talisman_Description"					"<h1>Active: Talisman</h1> Instantly restores %mana_restore%%% Mana."
		"DOTA_Tooltip_ability_item_aghanim_talisman_Lore"							"A small gemstone with Aghanim's power attached to several chains."
		"DOTA_Tooltip_ability_item_aghanim_talisman_bonus_strength"					"+$str"
		"DOTA_Tooltip_ability_item_aghanim_talisman_bonus_agility"					"+$agi"
		"DOTA_Tooltip_ability_item_aghanim_talisman_bonus_intellect"				"+$int"
		"DOTA_Tooltip_ability_item_aghanim_talisman_bonus_mana_regen"				"+$mana_regen"
		"DOTA_Tooltip_ability_item_aghanim_talisman_bonus_max_mana_percentage"		"%+$max_mana_percentage"

		"DOTA_Tooltip_ability_item_aghanim_band"									"Aghanim's Band"
		"DOTA_Tooltip_ability_item_aghanim_band_Description" 						"<h1>Active: Band</h1> Increases attack speed by %bonus_attack_speed_active. Duration: %duration% seconds"
		"DOTA_Tooltip_ability_item_aghanim_band_Lore"								"A circlet with faint Aghanim's whispers echoing about it."
		"DOTA_Tooltip_ability_item_aghanim_band_bonus_strength"						"+$str"
		"DOTA_Tooltip_ability_item_aghanim_band_bonus_agility"						"+$agi"
		"DOTA_Tooltip_ability_item_aghanim_band_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_aghanim_band_bonus_attack_speed"					"+$attack"
		"DOTA_Tooltip_ability_item_aghanim_band_bonus_armor"						"+$armor"

		"DOTA_Tooltip_modifier_item_aghanim_band_active"							"Band"
		"DOTA_Tooltip_modifier_item_aghanim_band_active_Description"				"Attack speed increased."

		"DOTA_Tooltip_ability_item_aghanim_bracer"									"Aghanim's Bracer"
		"DOTA_Tooltip_ability_item_aghanim_bracer_Description"						"<h1>Active: Bracer</h1> Instantly restores %health_restore%%% Health."
		"DOTA_Tooltip_ability_item_aghanim_bracer_Lore"								"The Aghanim's bracer is a common choice to toughen up defenses and increase longevity."
		"DOTA_Tooltip_ability_item_aghanim_bracer_bonus_strength"					"+$str"
		"DOTA_Tooltip_ability_item_aghanim_bracer_bonus_agility"					"+$agi"
		"DOTA_Tooltip_ability_item_aghanim_bracer_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_aghanim_bracer_bonus_max_health_percentage"		"%+$health"
		"DOTA_Tooltip_ability_item_aghanim_bracer_bonus_health_regen"				"+$hp_regen"

		"DOTA_Tooltip_ability_item_aghanims_treads"									"Aghanim's Treads"
		"DOTA_Tooltip_ability_item_aghanims_treads_Description"						"<h1>Active: Switch Attribute</h1>Switches between +%bonus_choose_stat% Strength, +%bonus_choose_stat% Agility, or +%bonus_choose_stat% Intellect.\nMovement speed bonuses from multiple pairs of boots do not stack."
		"DOTA_Tooltip_ability_item_aghanims_treads_Lore"							"Aghanim's boots are able to change their properties at the request of the owner."
		"DOTA_Tooltip_ability_item_aghanims_treads_bonus_movespeed"					"+$move_speed"
		"DOTA_Tooltip_ability_item_aghanims_treads_bonus_choose_stat"				"+$selected_attrib"
		"DOTA_Tooltip_ability_item_aghanims_treads_bonus_attackspeed"				"+$attack"

		"DOTA_Tooltip_ability_item_aeon_boots"										"Aeon Boots"
		"DOTA_Tooltip_ability_item_aeon_boots_Description"							"<h1>Active: Aeon Boots</h1> The wearer gains a magical shield that will dispel most effects with a strong cleanse, as well as %buff_duration% seconds will increase status resistance by %status_resistance%%% and causes all damage you deal and are dealt to be reduced to zero. Will automatically trigger when you take damage and your health falls below %health_threshold_pct%%%.<br><br>Dispel Type: strong \n\n<h1>Passive: Phase</h1> Allows you to pass through creatures.\nMovement speed bonuses from multiple pairs of boots do not stack."
		"DOTA_Tooltip_ability_item_aeon_boots_bonus_movement_speed"         		"+$move_speed"
 		"DOTA_Tooltip_ability_item_aeon_boots_bonus_armor"                  		"+$armor"
 		"DOTA_Tooltip_ability_item_aeon_boots_bonus_damage"                 		"+$damage"
 		"DOTA_Tooltip_ability_item_aeon_boots_bonus_health"                 		"+$health"
 		"DOTA_Tooltip_ability_item_aeon_boots_bonus_mana"                   		"+$mana"
 		"DOTA_Tooltip_ability_item_aeon_boots_Lore"									"Mighty boots long ago smuggled out of the Ivory Incubarium. Allows the wearer to travel between layers of reality."
 		"DOTA_Tooltip_modifier_item_aeon_boots_buff"								"Aeon Boots"
 		"DOTA_Tooltip_modifier_item_aeon_boots_buff_Description"					"All incoming and outgoing damage negated."

		"DOTA_Tooltip_ability_item_soul_nullifier"									"Soul Nullifier"
		"DOTA_Tooltip_ability_item_soul_nullifier_bonus_health"             		"+$health"
		"DOTA_Tooltip_ability_item_soul_nullifier_bonus_mana"               		"+$mana"
		"DOTA_Tooltip_ability_item_soul_nullifier_magic_lifesteal"              	"%+$spell_lifesteal"
		"DOTA_Tooltip_ability_item_soul_nullifier_Lore"								"A magical artifact stolen from an inverse dimension."
		"DOTA_Tooltip_ability_item_soul_nullifier_Description"						"<h1>Active: Nullify</h1> Dispels the target and applies a debuff for %mute_duration% seconds. Continuously dispels the target.<br><br>Dispel Type: Basic Dispel"
		"DOTA_Tooltip_modifier_item_soul_nullifier_debuff"							"Nullifier"
		"DOTA_Tooltip_modifier_item_soul_nullifier_debuff_Description"				"The target is being constantly dispelled."
		"DOTA_Tooltip_modifier_item_nullifier_mute_Description" 					"The target is being constantly dispelled."

		"DOTA_Tooltip_ability_item_boots_of_bearing_custom"							"Boots of Bearing"
		"DOTA_Tooltip_ability_item_boots_of_bearing_custom_bonus_str"               "+$str"
		"DOTA_Tooltip_ability_item_boots_of_bearing_custom_bonus_int"               "+$int"
		"DOTA_Tooltip_ability_item_boots_of_bearing_custom_bonus_movespeed"         "+$move_speed"
		"DOTA_Tooltip_ability_item_boots_of_bearing_custom_health_regen"            "+$hp_regen"
		"DOTA_Tooltip_ability_item_boots_of_bearing_custom_Description"				"<h1>Active: Endurance</h1> Your movement speed cannot be slowed. Duration: %duration% sec. \n <h1>Passive: Swiftness Aura</h1> The aura increases movement speed by %bonus_movement_speed%, allies' attack speed by %bonus_attack_speed%, and health regeneration by %hp_regen_aura%. <br><br> Radius: %radius%"
		"DOTA_Tooltip_ability_item_boots_of_bearing_custom_Lore"					"Resplendent footwear fashioned for the ancient herald that first dared spread the glory of Stonehall beyond the original borders of its nascent claim."
		"DOTA_Tooltip_modifier_item_boots_of_bearing_custom_buff"					"Swiftness Aura"
		"DOTA_Tooltip_modifier_item_boots_of_bearing_custom_buff_Description"		"Movement speed and attack speed increased."
		"DOTA_Tooltip_modifier_item_boots_of_bearing_custom_active"					"Endurance"
		"DOTA_Tooltip_modifier_item_boots_of_bearing_custom_active_Description"		"You cannot be slowed."

		"DOTA_Tooltip_ability_item_drum_of_endurance"								"Drum of Endurance"
		"DOTA_Tooltip_ability_item_drum_of_endurance_Description"					"<h1>Passive: Swiftness Aura</h1> The aura increases movement speed by %bonus_movement_speed%, allies' attack speed by %bonus_attack_speed%, and health regeneration by %bonus_hp_regen%. <br><br> Radius: %radius%"
		"DOTA_Tooltip_ability_item_drum_of_endurance_bonus_str"                     "+$str"
		"DOTA_Tooltip_ability_item_drum_of_endurance_bonus_int"                     "+$int"
		"DOTA_Tooltip_ability_item_drum_of_endurance_Lore"							"A relic that enchants the bodies of those around it for swifter movement in times of crisis."
		"DOTA_Tooltip_modifier_item_drum_of_endurance_buff"							"Swiftness Aura"
		"DOTA_Tooltip_modifier_item_drum_of_endurance_buff_Description"				"Movement speed and attack speed increased."

		"DOTA_Tooltip_ability_item_drum_of_hyperstone"								"Drum of Hyperstone"
		"DOTA_Tooltip_ability_item_drum_of_hyperstone_bonus_str"                    "+$str"
		"DOTA_Tooltip_ability_item_drum_of_hyperstone_bonus_int"                    "+$int"
		"DOTA_Tooltip_ability_item_drum_of_hyperstone_Description"					"<h1>Passive: Hyperstone Aura</h1> The aura increases movement speed by %bonus_movement_speed% and attack speed of allies by %bonus_attack_speed%. <br><br>Radius: %radius%"
		"DOTA_Tooltip_ability_item_drum_of_hyperstone_Lore"							"Mysterious drums that increase speed of the owner and surrounding allies."
		"DOTA_Tooltip_modifier_item_drum_of_hyperstone_buff"						"Hyperstone Aura"
		"DOTA_Tooltip_modifier_item_drum_of_hyperstone_buff_Description"			"Movement speed and attack speed increased."

		"DOTA_Tooltip_ability_item_guardian_greaves_custom"							"Guardian Greaves"
		"DOTA_Tooltip_ability_item_guardian_greaves_custom_Description"				"<h1>Active: Mend</h1>Restores %replenish_health%%% health and %replenish_mana%%% mana to all nearby allies, and removes most negative effects from the owner. <br><br> Radius: %replenish_radius% <br> Dispel Type: <span class=\"GameplayValues GameplayVariable\">basic</span> \n\n <h1> Passive: Guardian Aura </h1> Increases allies' health regeneration by %aura_health_regen% and mana regeneration by %aura_mana_regen%. When the owner's health falls below %aura_bonus_threshold%%%, their regeneration bonus increases to %aura_health_regen_bonus%. <br><br> Radius: %replenish_radius% \n Movement speed bonuses from multiple pairs of boots do not stack."
		"DOTA_Tooltip_ability_item_guardian_greaves_custom_bonus_movement"			"+$move_speed"
		"DOTA_Tooltip_ability_item_guardian_greaves_custom_bonus_mana"				"+$mana_regen"	
		"DOTA_Tooltip_ability_item_guardian_greaves_custom_bonus_max_mana"			"+$mana"
		"DOTA_Tooltip_ability_item_guardian_greaves_custom_bonus_armor"				"+$armor"
		"DOTA_Tooltip_ability_item_guardian_greaves_custom_Lore"					"One of many holy instruments constructed to honor the Omniscience."
		"DOTA_Tooltip_modifier_item_guardian_greaves_custom_buff"					"Guardian Aura"
		"DOTA_Tooltip_modifier_item_guardian_greaves_custom_buff_Description"		"Provides %fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% health regeneration and %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% armor."

		"DOTA_Tooltip_ability_item_urn_of_shadows_custom"							"Urn of Shadows"
		"DOTA_Tooltip_ability_item_urn_of_shadows_custom_Description"				"<h1>Active: Soul Release</h1>If cast on an ally, it will increase health recovery by %soul_heal_amount%. <br><br>If cast on an enemy, it deals %soul_damage_amount% magic damage per second.<br><br>Duration %duration% seconds.<br>Cast Range: %AbilityCastRange%" 
		"DOTA_Tooltip_ability_item_urn_of_shadows_custom_Note1"						"If used on a hero with Soul Release already active on them, it will refresh its duration."
		"DOTA_Tooltip_ability_item_urn_of_shadows_custom_Lore"						"Contains the ashes of powerful demons."
		"DOTA_Tooltip_ability_item_urn_of_shadows_custom_mana_regen"				"+$mana_regen"
		"DOTA_Tooltip_ability_item_urn_of_shadows_custom_bonus_armor"				"+$armor"
		"DOTA_Tooltip_ability_item_urn_of_shadows_custom_bonus_all_stats"			"+$all"
		"DOTA_Tooltip_modifier_item_urn_of_shadows_custom"							"Urn of Shadows"
		"DOTA_Tooltip_modifier_item_urn_of_shadows_custom_Description"				"The urn collects souls. At the end of the timer, you will receive one charge."
		"DOTA_Tooltip_modifier_item_urn_of_shadows_custom_ally"						"Soul Release"
		"DOTA_Tooltip_modifier_item_urn_of_shadows_custom_ally_Description"			"Health regeneration increased."
		"DOTA_Tooltip_modifier_item_urn_of_shadows_custom_enemy"					"Soul Release"
		"DOTA_Tooltip_modifier_item_urn_of_shadows_custom_enemy_Description"		"Deals magic damage over time."

		"DOTA_Tooltip_ability_item_spirit_vessel_custom"							"Spirit Vessel"
		"DOTA_Tooltip_ability_item_spirit_vessel_custom_Description"				"<h1>Active: Soul Release</h1>If applied to an ally, it will increase health regeneration by %soul_heal_amount%.<br><br>If applied to an enemy, it will deal %soul_damage_amount% + %soul_damage_percent%%% of the enemy's maximum health in as pure damage per second and additionally reduces healing, recovery and lifesteal by %hp_regen_reduction_enemy%%%. Additionally heals the owner for %heal_from_target_damage%%% of the damage dealt.<br><br>Lasts for %duration% sec.<br>Cast Range: %AbilityCastRange%\n Item Sponsor: Leshy (Kirill Eliseev)" 		
